id,ipsae,pdockq2,prodigy_kd,ipTM+pTM,dG_SASA_ratio,prodigy_dg_internal,ipTM,dG_rosetta
2bti__A1_A1JK11_and_2bti__B1_A1JK11,0.747853,0.7643,1.851795372440099e-11,0.8717498507484542,0.03631610812493077,-14.63187868686869,0.8720586976652441,146.5460205078125
2cg5__A1_Q9NRN7_and_2cg5__B1_P49327,0.876394,0.7037,5.346187017974011e-07,0.922273426752589,0.05297706599236653,-8.550784285714286,0.9183425557831038,114.0102157592773
2f22__B1_Q9RC77_and_2f22__A1_Q9RC77,0.916483,0.7679,7.95270583834662e-11,0.9521757178838663,-0.02627625364861035,-13.76899333333333,0.9514908327257575,-65.05016326904297
2gkv__A1_P00777_and_2gkv__B1_P68390,0.915252,0.7667,1.519983388748132e-10,0.9338762935072091,-0.02092961742102056,-13.38545425287356,0.9281839504478919,-29.83596420288086
2gt4__A1_P32056_and_2gt4__B1_P32056,0.900093,0.7471,1.468654712766011e-08,0.9440566505333632,-0.02086289901577773,-10.67912170940171,0.9424506548203091,-54.55521774291992
2guh__A1_Q0S8Y3_and_2guh__B1_Q0S8Y3,0.893619,0.7193,9.345565519337509e-11,0.9377764231874834,-0.01232849952210985,-13.67343619047619,0.9366244820540074,-48.94081115722656
2i2w__A1_P63224_and_2i2w__D1_P63224,0.748994,0.5875,7.682365409228311e-11,0.8994250992686094,0.02588366300774342,-13.78947058577406,0.8946828788083246,109.4853668212891
2iml__A1_O28442_and_2iml__C1_O28442,0.934663,0.7867,5.429908036338981e-10,0.9616418001255534,-0.03149645651070091,-12.63159256410257,0.96070209987503,-101.2992248535156
2j8q__A1_O43809_and_2j8q__B1_O43809,0.909012,0.699,1.575048346778476e-11,0.9449083900259132,-0.02222721154715389,-14.72772,0.9452863879208097,-67.53157043457031
2ns9__A1_Q9Y9R3_and_2ns9__B1_Q9Y9R3,0.594527,0.5139,4.826912320620061e-07,0.7789797194237658,0.05509192986894637,-8.611281969696968,0.7612066072352194,114.6214904785156
2nvn__A1_Q31MH7_and_2nvn__A2_Q31MH7,0.840484,0.7307,8.065307327308184e-06,0.9092168211753873,0.07799791108701587,-6.94398793814433,0.9074085477205163,147.7333374023438
2nyh__A1_Q13JM0_and_2nyh__B1_Q13JM0,0.908272,0.8093,1.787199352384633e-11,0.9494219295774216,-0.01846271526489172,-14.65290132530121,0.9485898789327316,-52.82412719726562
2nys__A1_Q8U561_and_2nys__B1_Q8U561,0.756739,0.6178,8.246990504957646e-06,0.8653055131930347,0.003659972549106881,-6.930798241758243,0.8628736158325536,6.534609794616699
2ox1__A1_O30011_and_2ox1__B1_O30011,0.891072,0.7139,1.176970317539825e-06,0.9382594650675122,0.003209089248856276,-8.0835398540146,0.9357978515609792,7.145570755004883
2pqv__B1_A0A0H2UMZ7_and_2pqv__A1_A0A0H2UMZ7,0.890711,0.7002,1.391143855958458e-08,0.9374509314655469,-0.01591154505595163,-10.7112250877193,0.9356451554469366,-37.21869659423828
2q3t__A1_Q9LUJ3_and_2q3t__A2_Q9LUJ3,0.843335,0.7228,1.192464837954602e-08,0.9135982576294677,-0.01838333555474949,-10.80246835164835,0.9104825883105011,-43.21943283081055
2r01__A1_Q8KFI1_and_2r01__A2_Q8KFI1,0.937134,0.7825,1.39638318463646e-14,0.9631484437155793,-0.0289518934638195,-18.88901638225256,0.9623543396480706,-170.5160217285156
2rkl__F1_Q06263_and_2rkl__E1_Q06263,0.745887,0.7954,7.58155650097185e-06,0.8698448819069498,-0.0001498728080935141,-6.980610617283951,0.867399110515652,-0.2955811023712158
2tdx__A1_P0DJL7_and_2tdx__A2_P0DJL7,0.820148,0.6998,1.724585521586627e-05,0.9011413776463949,-0.03032477479342587,-6.494,0.8964368267237725,-50.87010955810547
2vkj__A1_Q9X1W9_and_2vkj__B1_Q9X1W9,0.689809,0.6089,0.0001543466930572332,0.8230567775953122,1.400513851068561,-5.196359462365592,0.8199055506162165,2443.124267578125
2vvo__A1_P9WKD7_and_2vvo__B1_P9WKD7,0.936977,0.8361,6.722976225083527e-13,0.9640516235104231,-0.01288140120881994,-16.5951256097561,0.9635431593955879,-54.34807205200195
2wcu__A1_Q8R2K1_and_2wcu__B1_Q8R2K1,0.739571,0.5784,6.460367202958102e-05,0.8963525247113766,-0.02290151576731508,-5.712027906976747,0.8914095266755181,-41.47706604003906
2wfh__A1_O94813_and_2wfh__B1_O94813,0.861434,0.6912,4.310860901126035e-12,0.9212147201494605,0.00703115090102721,-15.49491,0.9168240243052193,19.40602111816406
2wns__B1_P11172_and_2wns__A1_P11172,0.865809,0.6407,2.617171998825266e-10,0.9195427718269783,0.3844967963159365,-13.06371588235294,0.9181564201697354,1287.736938476562
2wwo__A1_Q66ED7_and_2wwo__B1_Q66ED7,0.849799,0.6647,2.172982180322377e-05,0.9150215663789936,-0.02315313252022054,-6.35716,0.9116444716206975,-36.83819961547852
2yve__A1_Q8NMG3_and_2yve__B1_Q8NMG3,0.880036,0.6985,4.779703675692822e-09,0.9295318608961979,0.05945429376950453,-11.34377362934363,0.9288198240427672,216.7658843994141
2yyh__A1_O67435_and_2yyh__B1_O67435,0.863821,0.7168,1.664778608341822e-07,0.9290747840594121,-0.01345504899664526,-9.2415699009901,0.9263144039782019,-34.37539672851562
2zw2__A1_F9VNF4_and_2zw2__B1_F9VNF4,0.855284,0.811,6.195620764565301e-11,0.923878548468309,-0.03828240353513126,-13.91682,0.9217854772212576,-120.9838256835938
3cq3__A1_Q53W28_and_3cq3__A2_Q53W28,0.0,0.0262,8.712720244778117e-06,0.3229569271240059,0.6343064305699152,-6.898271392405064,0.260013112505709,937.9443969726562
3cqr__A1_Q39249_and_3cqr__B1_Q39249,0.0,0.0,6.742474506713746e-10,0.2281375341767856,11.06401956938425,-12.50340237354086,0.1505241370287875,21173.916015625
3cwx__A1_P94837_and_3cwx__B1_P94837,0.643754,0.5425,1.53771054617181e-07,0.8406261062734215,-0.02565112818697708,-9.288580314136125,0.8339391104507867,-47.88686752319336
3ent__A1_Q2YAE2_and_3ent__B1_Q2YAE2,0.871977,0.7586,1.194050133237118e-09,0.9221018990190072,-0.02040654585945182,-12.16501790697675,0.923217323521829,-66.34001159667969
3exq__A1_Q03S37_and_3exq__A2_Q03S37,0.783499,0.6394,5.188213271119539e-15,0.8744907723351085,-0.005898524333296139,-19.47523292682927,0.8708984585130317,-20.88196563720703
3fil__A1_P19909_and_3fil__B1_P19909,0.775161,0.8208,2.996018628501916e-06,0.892900621534882,-0.04613993503140659,-7.530326666666667,0.8895959011686172,-44.39630508422852
3g7p__A1_B7JA91_and_3g7p__A2_B7JA91,0.814622,0.6361,3.038634471227745e-05,0.8958594959624863,-0.01619429368080762,-6.158627857142857,0.8918976191201555,-28.59023475646973
3gku__A1_D0VX24_and_3gku__B1_D0VX24,0.648097,0.4298,2.031335079689073e-09,0.730236473460506,1.846242442846161,-11.85041580547113,0.7266803590368369,4502.1171875
3gr5__A1_O52135_and_3gr5__A2_O52135,0.764883,0.5975,2.156790937348262e-10,0.8795395475071044,0.9440497392623259,-13.17826913419913,0.874243277682715,2229.516357421875
3k3d__A1_P9WLZ7_and_3k3d__A2_P9WLZ7,0.849557,0.6506,5.412325253393477e-10,0.9184565549109709,-0.02530221165353683,-12.63351294117647,0.9177288262140239,-87.05014038085938
3k9m__A1_P07858_and_3k9m__B1_P01040,0.891827,0.7117,8.01906537059441e-14,0.9283563939222073,1.914340335303025,-17.8540817948718,0.9251030865036671,5080.39892578125
3kxa__A1_Q5F9C2_and_3kxa__B1_Q5F9C2,0.599705,0.5673,7.848924420971678e-08,0.7613361068253874,0.7511979180520777,-9.686762337662339,0.7507030048618193,1937.407104492188
3l34__B1_Q9HT87_and_3l34__A1_Q9HT87,0.867586,0.7379,1.428633655155425e-09,0.9255498586317391,0.003952752028184858,-12.05881631578947,0.9256912275377386,18.08309745788574
3lf4__B1_D1MPT3_and_3lf4__A1_D1MPT3,,,5.187670741226968e-13,0.9265612973848589,-0.03017423948921968,-16.7486225,0.9281813472455238,-128.7299652099609
3mqi__A1_Q9UH73_and_3mqi__B1_Q9UH73,0.797351,0.7187,8.138014460495785e-06,0.8997918139328018,-0.01526741547036847,-6.938674285714285,0.8955869382287036,-16.4019603729248
3n50__B1_Q9H4W6_and_3n50__A1_Q9H4W6,0.717023,0.5932,1.189319601771194e-08,0.8477808153152977,0.02685506408256876,-10.80403210526316,0.8447779994661548,102.5518646240234
3na2__A1_UNDEFINED_and_3na2__B2_UNDEFINED,0.894305,0.7616,1.92256651911404e-09,0.940763749687193,-0.01556160208350585,-11.88299980392157,0.9396896584536036,-31.63326644897461
3neu__A1_Q92AT3_and_3neu__A2_Q92AT3,0.779452,0.6561,2.496188192495417e-08,0.8719675773674445,0.004731991823125857,-10.36506683168317,0.8717992289996631,13.38076972961426
3owf__A1_P00644_and_3owf__A2_P00644,0.0,0.0,3.211398279462696e-07,0.2138955134254293,4.659913822103434,-8.85255871559633,0.1370616800153718,4776.94921875
3ps8__A1_P01034_and_3ps8__A2_P01034,0.68472,0.621,9.060057413239133e-17,0.8065389009122812,-0.006533972321482629,-21.87182368421053,0.8117785540544693,-41.47106170654297
3q5w__B1_P38937_and_3q5w__A1_P38937,0.806729,0.5064,7.59955030259297e-15,0.8680089349868786,0.1402055721858425,-19.24923258899676,0.8728671571683273,866.2179565429688
3r2p__A1_P02647_and_3r2p__A2_P02647,0.276888,0.4296,6.747007661851407e-10,0.4047635777631028,0.4367757125480951,-12.50300442896936,0.4017190428848408,2366.71142578125
3s5r__A1_Q2LS68_and_3s5r__B1_Q2LS68,0.855832,0.6984,2.139534787991769e-13,0.9139352641734367,-0.00565029957250232,-17.27303391891892,0.9110423131400078,-31.64306259155273
3swk__A1_P08670_and_3swk__B1_P08670,0.510075,0.5783,5.469527012104846e-10,0.6823825633173981,-0.02026203370753853,-12.62728810650887,0.6800226915485096,-98.01514434814453
3tbm__A1_Q8XVB9_and_3tbm__B1_Q8XVB9,0.842482,0.8399,1.403901524939327e-08,0.9249499796457439,-0.03578137250739118,-10.70582,0.9233122173343465,-88.46577453613281
3uv0__B1_Q9W061_and_3uv0__A1_Q9W061,0.863908,0.7846,0.0001522324708706661,0.9268835398328031,-0.02081117482242995,-5.204525890410959,0.9248731577794774,-36.38637542724609
3uws__B1_A7A9N3_and_3uws__A1_A7A9N3,0.947993,0.8018,2.829259007648184e-16,0.9652388146327368,-0.008613327139407751,-21.19759701754386,0.964686610447857,-43.97370147705078
3v1e__A1_UNDEFINED_and_3v1e__B1_UNDEFINED,0.677712,0.8167,6.423684338840416e-08,0.8588878173754118,0.06972108226570964,-9.805407971014493,0.8536914404835455,122.9934616088867
3v78__B1_P95092_and_3v78__A1_P95092,0.750917,0.5259,1.058416507022735e-08,0.8536444419793133,0.05189678635750069,-10.87307413793103,0.8514816095167623,175.2427520751953
3vba__A1_Q58673_and_3vba__B1_Q58673,0.597496,0.5587,9.981052293379414e-05,0.7931114694005066,0.6411268212764939,-5.454467627118646,0.7753270155120606,1458.992553710938
3vjz__A1_Q9K0P4_and_3vjz__B1_Q9K0P4,0.0,0.0,1.396257604015457e-11,0.2073993296219726,2.979398659448473,-14.79906111587983,0.1298979736967082,6482.19677734375
3vol__A1_Q9I6V6_and_3vol__A2_Q9I6V6,0.52746,0.5038,1.477706195099189e-10,0.7544962618174706,0.1436155566396161,-13.40215614035088,0.7379122192342207,424.9226684570312
3wtf__B1_Q9BUH6_and_3wtf__A1_Q9BUH6,0.874978,0.6596,5.054621734489999e-09,0.9287213538840958,-0.0173216575647312,-11.31066134615385,0.9293529087797424,-47.62950897216797
3zn4__A1_C8CHL4_and_3zn4__A2_C8CHL4,0.876467,0.7563,1.316662054239606e-11,0.9331912198159917,-0.02742099885484126,-14.83381423423424,0.9301057841329582,-113.5874710083008
3zw5__A1_A6NK44_and_3zw5__B1_A6NK44,0.916381,0.82,3.754515834943485e-16,0.952137537514055,0.04618828389985722,-21.03006858757062,0.9536690958340965,231.4985656738281
3zxq__B1_P9WGK1_and_3zxq__A1_P9WGK1,0.757101,0.5861,9.543893709512257e-07,0.8680547726043669,-0.01298940340266525,-8.20765786516854,0.8642335418034973,-17.1052303314209
4aye__D1_Q9JXV4_and_4aye__A1_P08603,0.888881,0.6529,1.976052187661568e-10,0.9168418097359922,0.00799999935727485,-13.23008905109489,0.914136082509573,25.26017570495605
4czd__B1_B8J3A4_and_4czd__A1_B8J364,0.805676,0.6812,3.882495741038831e-18,0.8781105623964918,-0.01242578837888394,-23.7368947826087,0.8775232043854007,-81.98665618896484
4g12__A1_A5U5K3_and_4g12__B1_A5U5K3,0.851606,0.6604,1.294476018871538e-07,0.9145334342997661,-0.002686473630662255,-9.39053138888889,0.9125214258975363,-7.280670166015625
4jzp__A1_P51572_and_4jzp__B1_P51572,0.564601,0.7099,5.662543248809328e-07,0.763745958749914,0.1344786752663473,-8.516745346534655,0.7613635389474205,349.6732177734375
4kqd__B1_P06626_and_4kqd__A1_P06626,0.781476,0.665,3.377322742417798e-11,0.8858217651458313,0.03498813256579565,-14.27607579881657,0.8800561175533158,104.127082824707
4l7w__A1_Q7Z4H3_and_4l7w__A2_Q7Z4H3,0.938771,0.8035,1.328020406938096e-09,0.9640553158504123,-0.01049524298347578,-12.10205606060606,0.9634861267115061,-47.62734603881836
4mis__A1_Q57ES7_and_4mis__B1_Q57ES7,0.860415,0.7413,1.950500121324918e-11,0.9243414154666174,-0.02544656237271851,-14.6011313836478,0.9222320735118286,-78.18663787841797
4nc8__A1_P12464_and_4nc8__A2_P12464,0.790572,0.6612,4.26349652526831e-11,0.8854050963483286,-0.02966457770222748,-14.13811524590164,0.8899874919959903,-100.3984451293945
4nqf__B2_Q7CW19_and_4nqf__A1_Q7CW19,0.878695,0.7246,2.975308417509801e-10,0.9322672888148944,-0.01180853218783245,-12.98777843137255,0.9293471380941133,-29.13141250610352
4oun__A1_O31418_and_4oun__A2_O31418,0.875849,0.7444,4.885562686048847e-09,0.9305134325788506,0.03653807715530731,-11.33080337078652,0.9289573535176023,97.53688049316406
4ovo__A1_P67954_and_4ovo__A2_P67954,0.109991,0.3005,3.100902861345911e-08,0.430931938001462,1.507540220268307,-10.23662578947368,0.3799671514079529,1741.153930664062
4p9g__A1_Q9REI7_and_4p9g__A2_Q9REI7,0.907574,0.7808,1.982167966159392e-06,0.9483245164779532,0.002302748013184477,-7.774914705882352,0.9465511273706735,5.55338716506958
4pib__B1_Q2SVW5_and_4pib__A1_Q2SVW5,0.920201,0.7681,8.113034798675765e-17,0.952990370268198,-0.02069403679133475,-21.93719239669421,0.9519922488928796,-93.9462890625
4pww__A1_UNDEFINED_and_4pww__A2_UNDEFINED,0.45397,0.5756,2.768247408949675e-05,0.7245394186176676,-0.004330611258022174,-6.213806923076923,0.7132222750645112,-6.018558979034424
4pz1__A1_Q99XU0_and_4pz1__A2_Q99XU0,0.834684,0.7559,5.939605466594553e-12,0.9060844722255893,-0.02420919986292137,-15.30514234567901,0.9066646927705051,-136.2159118652344
4qds__A1_O60462_and_4qds__B1_O60462,0.088222,0.175,3.458670758475423e-08,0.4716500413436102,1.049307308054443,-10.17197494252874,0.4246594972213401,2026.051147460938
4usp__A1_B3GA02_and_4usp__B1_B3GA02,0.887887,0.7507,3.711840306661615e-09,0.9379155844928888,-0.0335810093905387,-11.49348387755102,0.9366440030569754,-46.48555755615234
4xd9__A1_C8VMF9_and_4xd9__B1_Q5B6T5,0.921126,0.74,8.338851874743321e-17,0.954368149576306,-0.0266173631714562,-21.92093744769874,0.9542268174886078,-147.214111328125
4yh8__A1_Q09176_and_4yh8__B1_P36629,0.904484,0.7278,2.3321661441784e-11,0.9244433181805768,-0.0269954848457883,-14.49531808510638,0.9192624045232181,-91.83961486816406
4z39__A1_A0A0S2E5N6_and_4z39__B1_A0A0S2E5N6,0.0,0.0,7.198274363106618e-11,0.1659251853079603,8.263027110015708,-13.82800741573034,0.08759438815333831,13347.4052734375
5cm2__A1_Q6C999_and_5cm2__B1_Q6C4P5,0.878931,0.706,5.094883217427096e-08,0.9395306271229924,0.1352377450046365,-9.942627699115043,0.9410881413769872,324.8999328613281
5czf__D1_A0A0H3JHG3_and_5czf__A1_Q8XAD5,0.881572,0.8252,1.593221093363262e-08,0.917687766763761,-0.008028990423913841,-10.63091912621359,0.9156651748563782,-23.95433807373047
5djt__A1_O49004_and_5djt__B1_UNDEFINED,0.297776,0.3897,1.29038972161814e-06,0.6847451009070065,0.8638332084084591,-8.029067232704403,0.6500658245318391,1383.330078125
5jfz__A1_P20605_and_5jfz__B1_P0ADX5,0.926857,0.7909,8.821657071430743e-11,0.9571387494503112,-0.01281621146965925,-13.70759514450867,0.9571263739520444,-42.54772567749023
5k9l__B1_A8MW95_and_5k9l__A1_A8MW95,0.514779,0.5746,1.814977117365484e-09,0.7046170311114176,-0.01534122651794584,-11.91709714285714,0.7009752144186656,-67.6783676147461
5l0o__A1_P46940_and_5l0o__B1_P46940,0.801558,0.6651,2.309810775531549e-05,0.896935276383651,0.00845430113542638,-6.321004,0.891277804916395,14.00783061981201
5lxv__A1_G9FCX2_and_5lxv__B1_A0A1L1QK37,0.920068,0.7906,2.220378181962824e-12,0.9411419901970404,-0.02125939990375774,-15.88773767441861,0.9395102701208926,-59.24679183959961
5mrv__A1_Q8IVL8_and_5mrv__C1_P86912,0.012041,0.0307,1.209047795242858e-10,0.3592288800160528,3.280918172103862,-13.52096355932203,0.2362278813862194,5609.26708984375
5myd__C2_A0A2D0TC86_and_5myd__A1_A0A2D0TC86,0.892795,0.757,3.885636421465758e-07,0.9389265754365748,-0.02475721054061512,-8.73971811965812,0.9362880791883605,-63.84903335571289
5oed__A1_Q6EAT3_and_5oed__B1_Q13637,0.88794,0.6537,2.028350621453649e-12,0.9272766922326092,0.08945171042000914,-15.94129486590039,0.928064597828051,283.5773620605469
5vht__A1_P0A9J8_and_5vht__B1_P0A9J8,0.843969,0.7637,1.706260481087615e-09,0.9117546809110717,0.001288133906104978,-11.95366975609756,0.9117201710042444,6.156629085540771
5x42__A1_Q5ZYB7_and_5x42__B1_Q5ZYC6,0.892232,0.7046,9.948128047068604e-10,0.9170603757380711,-0.01692680664034345,-12.27310482758621,0.9110121488103982,-58.76925277709961
5yw5__A1_Q5NII9_and_5yw5__D1_Q5NII9,0.908528,0.7575,6.056385005707332e-07,0.9467899456103515,-0.01849525233868006,-8.476933280632412,0.9450865091056282,-51.23141098022461
6b8l__B1_P0DP23_and_6b8l__A1_P56696,0.860494,0.6967,6.228628745728305e-11,0.8942084597309072,-0.01411330444474323,-13.91367393939394,0.8978232292674206,-59.60890579223633
6cmv__B1_Q4J9G1_and_6cmv__A1_Q4J9G1,0.680857,0.6289,1.776277065944602e-08,0.8171921291473474,0.02571818202563295,-10.56652240437159,0.8096749851023295,74.70362091064453
6dt3__B1_A0A1W1Q5B1_and_6dt3__A1_A0A1W1Q5B1,0.838983,0.6909,2.716566386823452e-06,0.9061498548965581,-0.0296904598186177,-7.58830142857143,0.9034228170036563,-51.22464370727539
6fju__A1_E6N8B9_and_6fju__B1_E6N8B9,0.836112,0.6274,5.489034110457701e-06,0.8970705666907238,0.0897086008577127,-7.171835483870968,0.8950460185721554,210.7947998046875
6fp5__B1_Q960Q9_and_6fp5__A1_Q960Q9,0.790638,0.7456,6.369491977959099e-08,0.8770735730038947,-0.01996215952924065,-9.810424225352113,0.8781390277776495,-48.9755744934082
6h86__A1_B5KM66_and_6h86__B1_B5KM66,0.026749,0.12,3.010669029437286e-15,0.3750715412944516,1.328816964072634,-19.79746398230088,0.3507981321459898,7204.76123046875
6hrx__A1_O53623_and_6hrx__B1_O53623,0.828896,0.6413,1.741445930456118e-06,0.9014621820723964,-0.01833775891596382,-7.851575723905725,0.9000846793303334,-51.61667251586914
6jqv__A1_Q8LC68_and_6jqv__B1_Q8LC68,0.730926,0.5,3.164890534563968e-08,0.8338708950631589,-0.01157200228778588,-10.22453227272727,0.8376941749451575,-37.34102630615234
6kvn__A1_A0A1S4CVP6_and_6kvn__A2_A0A1S4CVP6,0.837436,0.6328,1.311055034998329e-06,0.9108631262630641,0.001156873531933868,-8.019660175438595,0.9087727907687558,2.13876485824585
6mhm__B1_Q13510_and_6mhm__A1_Q13510,0.932373,0.7732,2.1822687357245e-13,0.9549363222086583,-0.007447999701730121,-17.2613243902439,0.9530680419269894,-44.32660293579102
6xgz__A1_P63386_and_6xgz__B1_P64602,0.791237,0.5636,1.202422291493795e-05,0.9097032137990866,-0.02800630066296186,-6.707536231884058,0.9218716176382092,-45.01339340209961
6xnr__A1_UNDEFINED_and_6xnr__A2_UNDEFINED,0.461687,0.4732,5.792609583058174e-08,0.7965002925194151,0.008729419644514609,-9.86663530726257,0.778562851033356,19.17252922058105
6yev__C1_P0A744_and_6yev__A1_P0AA25,0.726554,0.623,7.04092427938455e-05,0.8832416653033608,0.01709255543956907,-5.661076666666668,0.8719659116972469,14.8050365447998
6zdw__B1_A0A162MUP0_and_6zdw__A1_A0A162MUP0,0.867157,0.6572,2.545317367078692e-07,0.9246232635594962,-0.01779103158765219,-8.990190541871922,0.9230193188682169,-34.20362091064453
7c7e__A1_A0A0H3MRW3_and_7c7e__A2_A0A0H3MRW3,0.622132,0.5581,2.522326999752192e-06,0.7820046849370659,0.4812312810994748,-7.632226666666668,0.7725392671833531,912.6732177734375
7drj__A1_P63756_and_7drj__B1_P63756,0.832757,0.5795,1.226958240882872e-05,0.9026179620274464,0.06312259862873465,-6.695576006825938,0.9002317058299709,179.2767639160156
7dyc__A1_UNDEFINED_and_7dyc__A2_UNDEFINED,0.665618,0.8123,1.839346995369815e-09,0.8463849653404057,-0.02363065997968533,-11.9092,0.848220307000609,-97.36382293701172
7f0o__B1_A0A2I1C3W8_and_7f0o__A1_A0A2I1C3W8,0.858851,0.679,1.504203320579681e-07,0.9189387549943396,-0.02670587245785238,-9.301624782608696,0.9169010860829591,-60.5859489440918
7f4q__B1_Q22GC0_and_7f4q__A1_I7M8B9,0.862853,0.6282,3.622095310463665e-11,0.9281947565058228,-0.02304943356250118,-14.23464768060837,0.9362846630686557,-79.89665222167969
7n35__A1_UNDEFINED_and_7n35__B2_UNDEFINED,0.430801,0.3584,2.110059681115352e-06,0.75602241782408,0.032290668524452,-7.737894285714287,0.7478761087670507,40.37099838256836
7nli__B1_P08405_and_7nli__A1_P08405,0.833473,0.733,9.84116219092244e-07,0.9084758803403956,-0.02637363676012299,-8.189497142857144,0.9077648257473683,-45.68560028076172
7pu4__B1_Q9X053_and_7pu4__A1_Q9X053,0.905705,0.7765,1.098012579881567e-12,0.9374256255354187,0.09135533047317425,-16.30467264550265,0.9384986454072745,463.9399719238281
7pvh__A1_B2RLE7_and_7pvh__B1_B2RLE7,0.786694,0.6183,6.230326018784137e-10,0.8837165338189396,-0.00678206702345223,-12.55017644736842,0.8774076501064185,-17.64919853210449
7qaj__F1_UNDEFINED_and_7qaj__A1_Q8JIV8,0.703829,0.4297,3.655197534422348e-15,0.8075159572598904,0.2042798044102707,-19.68260585858586,0.8232494429883392,818.81689453125
7qsq__B1_Q9X053_and_7qsq__A1_Q9X053,0.728561,0.5243,7.314962183099338e-17,0.8495508496721891,0.01500835146677232,-21.99850333333334,0.8592062652842498,85.56477355957031
7skp__B1_UNDEFINED_and_7skp__A1_UNDEFINED,0.600384,0.6684,2.921562880986903e-09,0.8269386558301096,0.1331136256285826,-11.63523545454546,0.8234663127676464,289.38427734375
7t1e__A1_P78556_and_7t1e__B1_P78556,0.0,0.0378,3.626975147764769e-07,0.2021392482719208,0.8305785495027899,-8.780505840707965,0.1305932342366408,1479.11328125
